id,sentence,labels
582-0,BACKGROUND: Trialeurodes vaporariorum Westwood is an important pest of protected crops in temperate regions of the world.,"[[12, 37, 'Trialeurodes vaporariorum', 'Species']]"
582-2,"RESULTS: Mortality rates of three European strains of T. vaporariorum to the pyrethroid bifenthrin were calculated, and each possessed significant resistance (up to 662-fold) when compared with a susceptible reference strain.","[[34, 42, 'European', 'Location'], [54, 69, 'T. vaporariorum', 'Species'], [77, 87, 'pyrethroid', 'Pesticides'], [88, 98, 'bifenthrin', 'Pesticides'], [165, 173, '662-fold', 'Resistance_factor_value']]"
582-4,"CONCLUSION: This study indicates that resistance to bifenthrin in T. vaporariorum is associated with target-site insensitivity, and that the specific mutations in the sodium channel causing resistance may differ between localities.","[[52, 62, 'bifenthrin', 'Pesticides'], [66, 81, 'T. vaporariorum', 'Species'], [167, 181, 'sodium channel', 'Gene']]"
603-0,Myosin regulatory light chain (MRLC) (GenBank accession no. DQ140391) was cloned from Culex pipiens pallens.,"[[0, 36, 'Myosin regulatory light chain (MRLC)', 'Gene'], [86, 99, 'Culex pipiens', 'Species']]"
603-1,An open reading frame (ORF) of 630 bps was found to encode a putative 210 amino acids protein which shows 73% similarity with myosin regulatory light chain of Gryllotalpa orientalis.,"[[159, 181, 'Gryllotalpa orientalis', 'Species']]"
603-4,These results indicate that MRLC may be a potential cause of deltamethrin resistance in C. pipiens pallens.,"[[28, 32, 'MRLC', 'Gene'], [61, 73, 'deltamethrin', 'Pesticides'], [88, 98, 'C. pipiens', 'Species']]"
609-0,"In recent years, grape growers in California reported failures of acaricides against Tetranychus pacificus McGregor.","[[34, 44, 'California', 'Location'], [66, 76, 'acaricides', 'Pesticides'], [85, 106, 'Tetranychus pacificus', 'Species']]"
609-1,"We collected T. pacificus populations from four vineyards and tested them for resistance to bifenazate, propargite and pyridaben.","[[13, 25, 'T. pacificus', 'Species'], [92, 102, 'bifenazate', 'Pesticides'], [104, 114, 'propargite', 'Pesticides'], [119, 128, 'pyridaben', 'Pesticides']]"
609-2,"In addition, we sequenced part of the cytochrome b gene of bifenazate-resistant and -susceptible T. pacificus to test for the presence of mutations reported to confer resistance to the congeneric T. urticae.","[[38, 50, 'cytochrome b', 'Gene'], [97, 109, 'T. pacificus', 'Species'], [196, 206, 'T. urticae', 'Species']]"
609-3,None of the mutations conferring resistance to bifenazate in T. urticae were present in resistant T. pacificus.,"[[47, 57, 'bifenazate', 'Pesticides'], [61, 71, 'T. urticae', 'Species'], [98, 110, 'T. pacificus', 'Species']]"
609-4,"Resistance levels ranged from full susceptibility to statistically significant 11-fold resistance to pyridaben, sevenfold resistance to bifenazate and fourfold resistance to propargite compared to a susceptible population.","[[79, 86, '11-fold', 'Resistance_factor_value'], [101, 110, 'pyridaben', 'Pesticides'], [112, 121, 'sevenfold', 'Resistance_factor_value'], [136, 146, 'bifenazate', 'Pesticides'], [151, 159, 'fourfold', 'Resistance_factor_value'], [174, 184, 'propargite', 'Pesticides']]"
609-6,"In contrast, field rates of propargite application would cause close to 100% mortality in the least susceptible population.","[[28, 38, 'propargite', 'Pesticides']]"
609-7,These results highlight a potential link between resistance development and reduced field effectiveness for bifenazate and pyridaben.,"[[108, 118, 'bifenazate', 'Pesticides'], [123, 132, 'pyridaben', 'Pesticides']]"
615-1,"Compared with the susceptible SUD-S strain, all the six field populations exhibited high levels of resistance to lambda-cyhalothrin (838.38-2460.52 fold), fenpropathrin (244.64-834.29 fold), cypermethrin (116.02-266.35 fold), deltamethrin (81.75-124.18 fold), acephate (425.18-875.56 fold) and chlorpyrifos (54.53-78.43 fold), moderate levels of resistance to dimethoate (14.16-17.66 fold), low to moderate levels of resistance to dichlorvos (6.23-11.25 fold) and low levels of resistance to methomyl (4.07-5.66 fold), respectively.","[[113, 131, 'lambda-cyhalothrin', 'Pesticides'], [133, 152, '838.38-2460.52 fold', 'Resistance_factor_value'], [155, 168, 'fenpropathrin', 'Pesticides'], [170, 188, '244.64-834.29 fold', 'Resistance_factor_value'], [191, 203, 'cypermethrin', 'Pesticides'], [205, 223, '116.02-266.35 fold', 'Resistance_factor_value'], [226, 238, 'deltamethrin', 'Pesticides'], [240, 257, '81.75-124.18 fold', 'Resistance_factor_value'], [260, 268, 'acephate', 'Pesticides'], [270, 288, '425.18-875.56 fold', 'Resistance_factor_value'], [294, 306, 'chlorpyrifos', 'Pesticides'], [308, 324, '54.53-78.43 fold', 'Resistance_factor_value'], [360, 370, 'dimethoate', 'Pesticides'], [372, 388, '14.16-17.66 fold', 'Resistance_factor_value'], [431, 441, 'dichlorvos', 'Pesticides'], [443, 458, '6.23-11.25 fold', 'Resistance_factor_value'], [492, 500, 'methomyl', 'Pesticides'], [502, 516, '4.07-5.66 fold', 'Resistance_factor_value']]"
615-2,"Among these six field-collected populations, only Zhangzhou population had moderate resistance to imidacloprid, acetamiprid and thiamethoxam (23.08 fold, 10.32 fold and 24.60 fold, respectively).","[[50, 59, 'Zhangzhou', 'Location'], [98, 110, 'imidacloprid', 'Pesticides'], [112, 123, 'acetamiprid', 'Pesticides'], [128, 140, 'thiamethoxam', 'Pesticides'], [142, 152, '23.08 fold', 'Resistance_factor_value'], [154, 164, '10.32 fold', 'Resistance_factor_value'], [169, 179, '24.60 fold', 'Resistance_factor_value']]"
615-3,All field strains tested displayed no resistance to abamectin.,"[[52, 61, 'abamectin', 'Pesticides']]"
633-0,BACKGROUND: The Colorado potato beetle (Leptinotarsa decemlineata) is a major pest and a serious threat to potato cultivation throughout the northern hemisphere.,"[[40, 65, 'Leptinotarsa decemlineata', 'Species'], [141, 160, 'northern hemisphere', 'Location']]"
633-4,We were particularly interested in diapause-specific genes and genes involved in pesticide and Bacillus thuringiensis (Bt) resistance.,"[[95, 122, 'Bacillus thuringiensis (Bt)', 'Pesticides']]"
633-6,"We established a repository of genes of interest, with 101 out of the 108 diapause-specific genes described in Drosophila montana; and 621 contigs involved in insecticide resistance, including 221 CYP450, 45 GSTs, 13 catalases, 15 superoxide dismutases, 22 glutathione peroxidases, 194 esterases, 3 ADAM metalloproteases, 10 cadherins and 98 calmodulins.","[[111, 129, 'Drosophila montana', 'Species'], [197, 203, 'CYP450', 'Gene'], [208, 212, 'GSTs', 'Gene'], [217, 226, 'catalases', 'Gene'], [231, 252, 'superoxide dismutases', 'Gene'], [257, 280, 'glutathione peroxidases', 'Gene'], [286, 295, 'esterases', 'Gene'], [299, 320, 'ADAM metalloproteases', 'Gene'], [325, 334, 'cadherins', 'Gene'], [342, 353, 'calmodulins', 'Gene']]"
633-8,CONCLUSIONS: This report of the assembly and annotation of the transcriptome of L. decemlineata offers new insights into diapause-associated and insecticide-resistance-associated genes in this species and provides a foundation for comparative studies with other species of insects.,"[[80, 95, 'L. decemlineata', 'Species']]"
680-4,"In this study, two novel P450 genes (CYP389B1 and CYP392A26) were identified and characterized from T. cinnabarinus.","[[25, 29, 'P450', 'Gene'], [37, 45, 'CYP389B1', 'Gene'], [50, 59, 'CYP392A26', 'Gene'], [100, 115, 'T. cinnabarinus', 'Species']]"
680-7,"When treated with piperonyl butoxide (PBO), an inhibitor of P450s, the resistance ratio of fenpropathrin-resistant (FeR) strain decreased from 101- to 75-fold, which suggested a correlation between P450 and fenpropathrin-resistance in T. cinnabarinus.","[[18, 42, 'piperonyl butoxide (PBO)', 'Pesticides'], [60, 65, 'P450s', 'Gene'], [91, 104, 'fenpropathrin', 'Pesticides'], [143, 158, '101- to 75-fold', 'Resistance_factor_value'], [198, 202, 'P450', 'Gene'], [207, 220, 'fenpropathrin', 'Pesticides'], [235, 250, 'T. cinnabarinus', 'Species']]"
680-8,"Furthermore, constitutive over-expressions of CYP389B1 and CYP392A26 were detected in FeR strain.","[[26, 42, 'over-expressions', 'Research_level'], [46, 54, 'CYP389B1', 'Gene'], [59, 68, 'CYP392A26', 'Gene']]"
680-9,"Meanwhile, the expressions of CYP389B1 and CYP392A26 were inducible in FeR strain after treatment in 6, 12 and 24 h with LC30 of fenpropathrin; especially, the expression of CYP392A26 increased to a markedly high level (20.88-fold higher than in the control) after treatment in 6 h. However, there was no significant difference between treatment and control in susceptible strain.","[[30, 38, 'CYP389B1', 'Gene'], [43, 52, 'CYP392A26', 'Gene'], [129, 142, 'fenpropathrin', 'Pesticides'], [174, 183, 'CYP392A26', 'Gene'], [220, 230, '20.88-fold', 'Resistance_factor_value']]"
680-11,"The results indicate that CYP389B1 and CYP392A26 were involved in the fenpropathrin-resistance in T. cinnabarinus, and the expression of CYP392A26 was more sensitive to fenpropathrin stress.","[[26, 34, 'CYP389B1', 'Gene'], [39, 48, 'CYP392A26', 'Gene'], [70, 83, 'fenpropathrin', 'Pesticides'], [98, 113, 'T. cinnabarinus', 'Species'], [137, 146, 'CYP392A26', 'Gene'], [169, 182, 'fenpropathrin', 'Pesticides']]"
680-12,These findings provide clues for further elucidating the function and regulation mechanism of these two cytochrome P450 genes in T. cinnabarinus.,"[[104, 119, 'cytochrome P450', 'Gene'], [129, 144, 'T. cinnabarinus', 'Species']]"
681-0,"Five field and greenhouse populations of the twospotted spider mite, Tetranychus urticae Koch (Acari: Tetranychidae), were collected from five different districts across the island of Cyprus, both in field and greenhouse crops, and tested to determine levels of resistance.","[[69, 88, 'Tetranychus urticae', 'Species'], [184, 190, 'Cyprus', 'Location']]"
681-1,"Standard leaf-disk spray application bioassay procedures were used to determine the LC50s for five chemicals: abamectin, acrinathrin, fenazaquin, pirimiphos methyl, and bifenazate.","[[110, 119, 'abamectin', 'Pesticides'], [121, 132, 'acrinathrin', 'Pesticides'], [134, 144, 'fenazaquin', 'Pesticides'], [146, 163, 'pirimiphos methyl', 'Pesticides'], [169, 179, 'bifenazate', 'Pesticides']]"
681-3,"Resistance of T. urticae was detected to abamectin, acrinathrin, fenazaquin, and pirimiphos methyl.","[[14, 24, 'T. urticae', 'Species'], [41, 50, 'abamectin', 'Pesticides'], [52, 63, 'acrinathrin', 'Pesticides'], [65, 75, 'fenazaquin', 'Pesticides'], [81, 98, 'pirimiphos methyl', 'Pesticides']]"
681-5,"The highest resistance ratios at LC50 value were recorded for abamectin in a greenhouse rose population (RR = 3822), followed by a field bean (RR = 1356) and field tomato population (RR = 1320).","[[62, 71, 'abamectin', 'Pesticides'], [105, 114, 'RR = 3822', 'Resistance_factor_value'], [143, 152, 'RR = 1356', 'Resistance_factor_value'], [183, 192, 'RR = 1320', 'Resistance_factor_value']]"
681-6,Significantly high resistance levels were also found for acrinathrin where the highest resistance ratios at LC50 were recorded in a field bean T. urticae population (RR = 903).,"[[57, 68, 'acrinathrin', 'Pesticides'], [143, 153, 'T. urticae', 'Species'], [166, 174, 'RR = 903', 'Resistance_factor_value']]"
681-7,"For fenazaquin, the highest resistance levels were recorded in a field tomato population (RR = 310).","[[4, 14, 'fenazaquin', 'Pesticides'], [90, 98, 'RR = 310', 'Resistance_factor_value']]"
681-8,Lower resistance levels were found for pirimiphos methyl (13.3 < RR < 77.4) in all populations.,"[[58, 74, '13.3 < RR < 77.4', 'Resistance_factor_value']]"
681-9,Low susceptibility of T. urticae was observed for bifenazate (2.7 < RR < 24.4) in all populations.,"[[22, 32, 'T. urticae', 'Species'], [50, 60, 'bifenazate', 'Pesticides'], [62, 77, '2.7 < RR < 24.4', 'Resistance_factor_value']]"
684-2,Results were compared with those of the conventional larvicide temephos.,"[[63, 71, 'temephos', 'Pesticides']]"
684-3,"RESULTS: Imperatorin (LC(50) = 3.14 and 2.88 mg L(-1) ) was 1.9-, 3.7- and 4.2-fold and 2.4-, 4.5- and 4.6-fold more toxic than isopimpinellin, isoimperatorin and osthole against susceptible C. p. pallens and A. aegypti larvae respectively.","[[9, 20, 'Imperatorin', 'Pesticides'], [22, 53, 'LC(50) = 3.14 and 2.88 mg L(-1)', 'LC/LD'], [128, 142, 'isopimpinellin', 'Pesticides'], [144, 158, 'isoimperatorin', 'Pesticides'], [163, 170, 'osthole', 'Pesticides'], [191, 195, 'C. p', 'Species'], [209, 219, 'A. aegypti', 'Species']]"
684-4,"Overall, all of the compounds were less toxic than temephos (0.011 and 0.019 mg L(-1) ).","[[51, 59, 'temephos', 'Pesticides'], [61, 85, '0.011 and 0.019 mg L(-1)', 'LC/LD']]"
684-5,"The toxicity of these compounds was virtually identical against larvae from the two Culex strains, even though YS-CP larvae were resistant to fenthion (resistance ratio RR = 390), deltamethrin (RR = 164), cyfluthrin (RR = 14) and temephos (RR = 14).","[[142, 150, 'fenthion', 'Pesticides'], [169, 177, 'RR = 390', 'Resistance_factor_value'], [180, 192, 'deltamethrin', 'Pesticides'], [194, 202, 'RR = 164', 'Resistance_factor_value'], [205, 215, 'cyfluthrin', 'Pesticides'], [217, 224, 'RR = 14', 'Resistance_factor_value'], [230, 238, 'temephos', 'Pesticides'], [240, 247, 'RR = 14', 'Resistance_factor_value']]"
714-0,"The problem of pyrethroid-resistance in head lice, Pediculus humanus capitis (De Geer), is growing worldwide, and an insensitive sodium channel is suspected as the major mechanism of this resistance.","[[15, 25, 'pyrethroid', 'Pesticides'], [51, 68, 'Pediculus humanus', 'Species'], [129, 143, 'sodium channel', 'Gene']]"
714-2,Phenothrin-susceptible and -resistant head louse colonies from Japanese were individually analyzed for point mutations of the sodium channel cDNA; susceptible head and body lice differed in double homozygous synonymous substitutions.,"[[0, 10, 'Phenothrin', 'Pesticides']]"
714-4,The latter two substitutions coincided with those of pyrethroid-resistant head lice in the U.S.,"[[53, 63, 'pyrethroid', 'Pesticides'], [91, 94, 'U.S', 'Location']]"
736-0,"The cabbage looper, Trichoplusia ni, is one of only two insect species that have evolved resistance to Bacillus thuringiensis in agricultural situations.","[[20, 35, 'Trichoplusia ni', 'Species'], [103, 125, 'Bacillus thuringiensis', 'Pesticides']]"
